breed,year,n
CESKY TERRIER,2008,29
CHIHUAHUA Long Coat,2008,2179
CHIHUAHUA Smooth Coat,2008,1704
CHINESE CRESTED ,2008,638
CHOW CHOW,2008,453
CIRNECO DELLETNA,2008,23
COLLIE Rough,2008,1171
COLLIE Smooth,2008,43
COTON DE TULEAR,2008,101
DACHSHUND LongHaired,2008,200
DACHSHUND Miniature LongHaired,2008,1274
DACHSHUND Miniature SmoothHaired,2008,2566
DACHSHUND Miniature WireHaired,2008,947
DACHSHUND SmoothHaired,2008,203
DACHSHUND WireHaired,2008,450
DALMATIAN,2008,1581
DANDIE DINMONT TERRIER,2008,119
DEERHOUND,2008,309
DOBERMANN,2008,1871
DOGUE DE BORDEAUX,2008,2452
ENGLISH SETTER,2008,399
ENGLISH TOY TERRIER Black and Tan ,2008,117
ENTLEBUCHER MOUNTAIN DOG,2008,1
ESTRELA MOUNTAIN DOG,2008,46
EURASIER,2008,145
FINNISH LAPPHUND,2008,46
FINNISH SPITZ ,2008,36
FOX TERRIER Smooth,2008,178
FOX TERRIER Wire,2008,763
FOXHOUND,2008,7
FRENCH BULLDOG,2008,1025
GERMAN LONGHAIRED POINTER,2008,5
GERMAN PINSCHER,2008,16
GERMAN SHEPHERD DOG ,2008,11903
GERMAN SHORTHAIRED POINTER,2008,1442
GERMAN SPITZ Klein,2008,157
GERMAN SPITZ Mittel,2008,68
GERMAN WIREHAIRED POINTER,2008,437
GIANT SCHNAUZER,2008,276
GLEN OF IMAAL TERRIER,2008,89
GORDON SETTER,2008,362
GRAND BLEU DE GASCOGNE ,2008,19
GREAT DANE,2008,1419
GREATER SWISS MOUNTAIN DOG ,2008,5
GREENLAND DOG,2008,2
GREYHOUND,2008,46
GRIFFON BRUXELLOIS,2008,224
HAMILTONSTOVARE,2008,17
HAVANESE,2008,140
HOVAWART,2008,18
HUNGARIAN KUVASZ,2008,0
HUNGARIAN PULI,2008,70
HUNGARIAN VIZSLA,2008,1306
HUNGARIAN WIREHAIRED VIZSLA,2008,362
IBIZAN HOUND,2008,17
IRISH RED and WHITE SETTER,2008,142
IRISH SETTER,2008,1332
IRISH TERRIER,2008,369
IRISH WOLFHOUND,2008,439
ITALIAN GREYHOUND,2008,157
ITALIAN SPINONE,2008,459
JAPANESE AKITA INU,2008,39
JAPANESE CHIN,2008,279
JAPANESE SHIBA INU,2008,173
JAPANESE SPITZ,2008,190
KEESHOND,2008,88
KERRY BLUE TERRIER,2008,198
KING CHARLES SPANIEL,2008,187
KOMONDOR,2008,16
Kooikerhondje,2008,5
KOREAN INDO,2008,6
KORTHALS GRIFFON ,2008,14
LAGOTTO ROMAGNOLO ,2008,31
LAKELAND TERRIER,2008,303
LANCASHIRE HEELER,2008,158
LARGE MUNSTERLANDER,2008,119
LEONBERGER,2008,446
LHASA APSO,2008,5177
LOWCHEN Little Lion Dog,2008,121
MALTESE,2008,624
MANCHESTER TERRIER,2008,135
MAREMMA SHEEPDOG,2008,37
MASTIFF,2008,299
MEXICAN HAIRLESS ,2008,0
MEXICAN HAIRLESS Intermediate  ,2008,3
MEXICAN HAIRLESS Miniature ,2008,0
MEXICAN HAIRLESS Standard ,2008,1
MINIATURE PINSCHER,2008,397
MINIATURE SCHNAUZER,2008,5333
NEAPOLITAN MASTIFF,2008,205
NEWFOUNDLAND,2008,1046
NORFOLK TERRIER,2008,635
NORWEGIAN BUHUND,2008,22
NORWEGIAN ELKHOUND,2008,55
NORWICH TERRIER,2008,152
OLD ENGLISH SHEEPDOG,2008,529
OTTERHOUND,2008,38
PAPILLON,2008,896
PARSON RUSSELL TERRIER ,2008,680
PEKINGESE,2008,490
PHARAOH HOUND,2008,27
POINTER,2008,742
POLISH LOWLAND SHEEPDOG,2008,63
POMERANIAN,2008,830
POODLE Miniature,2008,996
POODLE Standard,2008,1029
POODLE Toy,2008,1751
PORTUGUESE PODENGO,2008,108
PORTUGUESE WATER DOG,2008,74
PUG,2008,4480
PYRENEAN MASTIFF ,2008,0
PYRENEAN MOUNTAIN DOG,2008,211
PYRENEAN SHEEPDOG,2008,27
RETRIEVER Chesapeake Bay,2008,126
RETRIEVER Curlycoated,2008,128
RETRIEVER Flatcoated,2008,1353
RETRIEVER Golden,2008,9159
RETRIEVER Labrador,2008,45233
RETRIEVER Nova Scotia Duck Tolling,2008,187
RHODESIAN RIDGEBACK,2008,1590
ROTTWEILER,2008,2631
RUSSIAN BLACK TERRIER,2008,54
SALUKI,2008,131
SAMOYED,2008,304
SCHIPPERKE,2008,62
SCHNAUZER,2008,331
SCOTTISH TERRIER,2008,918
SEALYHAM TERRIER,2008,43
SEGUGIO ITALIANO ,2008,0
SHAR PEI,2008,2261
SHETLAND SHEEPDOG,2008,1634
SHIH TZU,2008,5495
SIBERIAN HUSKY,2008,2094
SKYE TERRIER,2008,27
sloughi,2008,0
SLOVAKIAN ROUGH HAIRED POINTER ,2008,55
SMALL MUNSTERLANDER ,2008,0
SOFTCOATED WHEATEN TERRIER,2008,352
SPANIEL American Cocker,2008,363
SPANIEL American Water ,2008,0
SPANIEL Clumber,2008,198
SPANIEL Cocker,2008,22508
SPANIEL English Springer,2008,14899
SPANIEL Field,2008,75
SPANIEL Irish Water,2008,101
SPANIEL Sussex,2008,56
SPANIEL Welsh Springer,2008,510
SPANISH WATER DOG,2008,146
st bernard,2008,714
STAFFORDSHIRE BULL TERRIER,2008,10744
SWEDISH LAPPHUND,2008,0
SWEDISH VALLHUND,2008,40
TIBETAN MASTIFF,2008,59
TIBETAN SPANIEL,2008,202
TIBETAN TERRIER,2008,1600
WEIMARANER,2008,2288
WELSH CORGI Cardigan,2008,81
WELSH CORGI Pembroke,2008,464
WELSH TERRIER,2008,360
WEST HIGHLAND WHITE TERRIER,2008,7330
WHIPPET,2008,3328
YORKSHIRE TERRIER,2008,3951
AFFENPINSCHER,2009,144
AFGHAN HOUND,2009,140
AIREDALE TERRIER,2009,601
AKITA,2009,1046
ALASKAN MALAMUTE,2009,1195
ANATOLIAN SHEPHERD DOG,2009,47
AUSTRALIAN  CATTLE DOG,2009,92
AUSTRALIAN SHEPHERD,2009,181
AUSTRALIAN SILKY TERRIER,2009,11
AUSTRALIAN TERRIER,2009,57
AZAWAKH,2009,1
BASENJI,2009,37
BASSET BLEU DE GASCOGNE,2009,5
BASSET FAUVE DE BRETAGNE,2009,82
BASSET GRIFFON VENDEEN Petit,2009,178
BASSET HOUND,2009,1031
basset GRIFFON VENDEEN Grand,2009,53
BAVARIAN MOUNTAIN HOUND,2009,54
BEAGLE,2009,2592
BEARDED COLLIE,2009,528
BEAUCERON,2009,25
BEDLINGTON TERRIER,2009,491
BELGIAN SHEPHERD DOG,2009,259
BERGAMASCO,2009,0
BERNESE MOUNTAIN DOG,2009,706
BICHON FRISE,2009,2430
BLOODHOUND,2009,60
BOLOGNESE,2009,128
BORDER COLLIE,2009,2356
BORDER terrier,2009,8214
BORZOI,2009,118
BOSTON TERRIER,2009,576
BOUVIER DES FLANDRE,2009,71
BOXER,2009,5947
BOXER Crossbreed,2009,0
BRACCO ITALIANO,2009,46
BRIARD,2009,148
BRITTANY ,2009,80
BULL TERRIER,2009,2624
BULL TERRIER Miniature,2009,227
BULLDOG,2009,4217
BULLMASTIFF,2009,1149
CAIRN TERRIER,2009,1502
CANAAN DOG,2009,6
CANADIAN ESKIMO DOG,2009,11
CATALAN SHEEPDOG,2009,28
CAVALIER KING CHARLES SPANIEL,2009,8884
CESKY TERRIER,2009,28
CHIHUAHUA Long Coat,2009,2301
CHIHUAHUA Smooth Coat,2009,1908
CHINESE CRESTED ,2009,613
CHOW CHOW,2009,300
CIRNECO DELLETNA,2009,10
COLLIE Rough,2009,870
COLLIE Smooth,2009,74
COTON DE TULEAR,2009,116
DACHSHUND LongHaired,2009,182
DACHSHUND Miniature LongHaired,2009,1162
DACHSHUND Miniature SmoothHaired,2009,2511
DACHSHUND Miniature WireHaired,2009,786
DACHSHUND SmoothHaired,2009,173
DACHSHUND WireHaired,2009,272
DALMATIAN,2009,1356
DANDIE DINMONT TERRIER,2009,108
DEERHOUND,2009,324
DOBERMANN,2009,1600
DOGUE DE BORDEAUX,2009,2790
ENGLISH SETTER,2009,295
ENGLISH TOY TERRIER Black and Tan ,2009,113
ENTLEBUCHER MOUNTAIN DOG,2009,6
ESTRELA MOUNTAIN DOG,2009,41
EURASIER,2009,91
FINNISH LAPPHUND,2009,50
FINNISH SPITZ ,2009,20
FOX TERRIER Smooth,2009,133
FOX TERRIER Wire,2009,604
FOXHOUND,2009,1
FRENCH BULLDOG,2009,1521
GERMAN LONGHAIRED POINTER,2009,28
GERMAN PINSCHER,2009,1
GERMAN SHEPHERD DOG ,2009,10338
GERMAN SHORTHAIRED POINTER,2009,1281
GERMAN SPITZ Klein,2009,140
GERMAN SPITZ Mittel,2009,94
GERMAN WIREHAIRED POINTER,2009,423
GIANT SCHNAUZER,2009,196
GLEN OF IMAAL TERRIER,2009,46
GORDON SETTER,2009,192
GRAND BLEU DE GASCOGNE ,2009,0
GREAT DANE,2009,1306
GREATER SWISS MOUNTAIN DOG ,2009,24
GREENLAND DOG,2009,5
GREYHOUND,2009,33
GRIFFON BRUXELLOIS,2009,173
HAMILTONSTOVARE,2009,16
HAVANESE,2009,162
HOVAWART,2009,45
HUNGARIAN KUVASZ,2009,0
HUNGARIAN PULI,2009,37
HUNGARIAN VIZSLA,2009,1332
HUNGARIAN WIREHAIRED VIZSLA,2009,384
IBIZAN HOUND,2009,25
IRISH RED and WHITE SETTER,2009,85
IRISH SETTER,2009,847
IRISH TERRIER,2009,289
IRISH WOLFHOUND,2009,323
ITALIAN GREYHOUND,2009,193
ITALIAN SPINONE,2009,379
JAPANESE AKITA INU,2009,24
JAPANESE CHIN,2009,246
JAPANESE SHIBA INU,2009,214
JAPANESE SPITZ,2009,165
KEESHOND,2009,77
KERRY BLUE TERRIER,2009,190
KING CHARLES SPANIEL,2009,150
KOMONDOR,2009,8
Kooikerhondje,2009,11
KOREAN INDO,2009,13
KORTHALS GRIFFON ,2009,43
LAGOTTO ROMAGNOLO ,2009,32
LAKELAND TERRIER,2009,283
LANCASHIRE HEELER,2009,133
LARGE MUNSTERLANDER,2009,140
LEONBERGER,2009,306
LHASA APSO,2009,4674
LOWCHEN Little Lion Dog,2009,113
MALTESE,2009,831
MANCHESTER TERRIER,2009,146
MAREMMA SHEEPDOG,2009,28
MASTIFF,2009,252
MEXICAN HAIRLESS ,2009,0
MEXICAN HAIRLESS Intermediate  ,2009,6
MEXICAN HAIRLESS Miniature ,2009,0
MEXICAN HAIRLESS Standard ,2009,0
MINIATURE PINSCHER,2009,384
MINIATURE SCHNAUZER,2009,5231
NEAPOLITAN MASTIFF,2009,114
NEWFOUNDLAND,2009,898
NORFOLK TERRIER,2009,603
NORWEGIAN BUHUND,2009,22
NORWEGIAN ELKHOUND,2009,98
NORWICH TERRIER,2009,160
OLD ENGLISH SHEEPDOG,2009,413
OTTERHOUND,2009,57
PAPILLON,2009,839
PARSON RUSSELL TERRIER ,2009,714
PEKINGESE,2009,454
PHARAOH HOUND,2009,36
POINTER,2009,741
POLISH LOWLAND SHEEPDOG,2009,75
POMERANIAN,2009,761
POODLE Miniature,2009,916
POODLE Standard,2009,955
POODLE Toy,2009,1403
PORTUGUESE PODENGO,2009,64
PORTUGUESE WATER DOG,2009,91
PUG,2009,4769
PYRENEAN MASTIFF ,2009,0
PYRENEAN MOUNTAIN DOG,2009,143
PYRENEAN SHEEPDOG,2009,6
RETRIEVER Chesapeake Bay,2009,72
RETRIEVER Curlycoated,2009,93
RETRIEVER Flatcoated,2009,1233
RETRIEVER Golden,2009,7804
RETRIEVER Labrador,2009,40943
RETRIEVER Nova Scotia Duck Tolling,2009,162
RHODESIAN RIDGEBACK,2009,1101
ROTTWEILER,2009,2156
RUSSIAN BLACK TERRIER,2009,35
SALUKI,2009,189
SAMOYED,2009,280
SCHIPPERKE,2009,51
SCHNAUZER,2009,279
SCOTTISH TERRIER,2009,729
SEALYHAM TERRIER,2009,47
SEGUGIO ITALIANO ,2009,0
SHAR PEI,2009,2174
SHETLAND SHEEPDOG,2009,1374
SHIH TZU,2009,5127
SIBERIAN HUSKY,2009,2072
SKYE TERRIER,2009,75
sloughi,2009,4
SLOVAKIAN ROUGH HAIRED POINTER ,2009,68
SMALL MUNSTERLANDER ,2009,0
SOFTCOATED WHEATEN TERRIER,2009,284
SPANIEL American Cocker,2009,322
SPANIEL American Water ,2009,0
SPANIEL Clumber,2009,211
SPANIEL Cocker,2009,22211
SPANIEL English Springer,2009,12700
SPANIEL Field,2009,51
SPANIEL Irish Water,2009,131
SPANIEL Sussex,2009,60
SPANIEL Welsh Springer,2009,387
SPANISH WATER DOG,2009,156
st bernard,2009,608
STAFFORDSHIRE BULL TERRIER,2009,8746
SWEDISH LAPPHUND,2009,3
SWEDISH VALLHUND,2009,50
TIBETAN MASTIFF,2009,48
TIBETAN SPANIEL,2009,227
TIBETAN TERRIER,2009,1433
WEIMARANER,2009,1951
WELSH CORGI Cardigan,2009,79
WELSH CORGI Pembroke,2009,329
WELSH TERRIER,2009,337
WEST HIGHLAND WHITE TERRIER,2009,5890
WHIPPET,2009,3246
YORKSHIRE TERRIER,2009,3767
Affenpinscher,2010,68
Afghan Hound,2010,122
Airedale Terrier,2010,599
Akita,2010,1038
Alaskan Malamute,2010,1232
Anatolian Shepherd Dog,2010,27
Australian Cattle Dog,2010,69
Australian Shepherd,2010,135
Australian Silky Terrier,2010,23
Australian Terrier,2010,36
Azawakh ,2010,6
Basenji,2010,49
Basset Bleu De Gascogne ,2010,0
Basset Fauve De Bretagne,2010,117
Basset Griffon Vendeen Grand,2010,107
Basset Griffon Vendeen Petit,2010,122
Basset Hound,2010,1003
Bavarian Mountain Hound ,2010,73
Beagle,2010,2877
Bearded Collie,2010,572
Beauceron ,2010,1
Bedlington Terrier,2010,569
Belgian Shepherd Dog,2010,392
Bergamasco ,2010,1
Bernese Mountain Dog,2010,613
Bichon Frise,2010,2509
Bloodhound,2010,55
Bolognese,2010,133
Border Collie,2010,2604
Border Terrier,2010,8383
Borzoi,2010,89
Boston Terrier,2010,823
Bouvier Des flandre,2010,105
Boxer,2010,5699
Bracco Italiano ,2010,79
Briard,2010,112
Brittany,2010,136
Bull Terrier,2010,2467
Bull Terrier Miniature,2010,223
Bulldog,2010,4746
Bullmastiff,2010,1169
Cairn Terrier,2010,1453
Canaan Dog,2010,12
Canadian Eskimo Dog,2010,7
Catalan Sheepdog ,2010,25
Cavalier King Charles Spaniel,2010,8154
Cesky Terrier,2010,34
Chihuahua Long Coat,2010,2601
Chihuahua Smooth Coat,2010,2796
Chinese Crested,2010,598
Chow Chow,2010,441
Cirneco DellEtna ,2010,8
Collie Rough,2010,1046
Collie Smooth,2010,54
Coton De Tulear,2010,140
Dachshund LongHaired,2010,177
Dachshund Miniature LongHaired,2010,1203
Dachshund Miniature SmoothHaired,2010,2802
Dachshund Miniature WireHaired,2010,800
Dachshund SmoothHaired,2010,156
Dachshund WireHaired,2010,345
Dalmatian,2010,1474
Dandie Dinmont Terrier,2010,151
Deerhound,2010,256
Dobermann,2010,1678
Dogue de Bordeaux ,2010,2841
English Setter,2010,349
English Toy Terrier Black and Tan,2010,136
Entlebucher Mountain Dog ,2010,6
Estrela Mountain Dog,2010,33
Eurasier ,2010,161
Finnish Lapphund,2010,55
Finnish Spitz,2010,36
Fox Terrier Smooth,2010,155
Fox Terrier Wire,2010,693
Foxhound,2010,0
French Bulldog,2010,2204
German Longhaired Pointer ,2010,23
German Pinscher,2010,12
German Shepherd Dog ,2010,10364
German Shorthaired Pointer,2010,1410
German Spitz Klein,2010,124
German Spitz Mittel,2010,87
German Wirehaired Pointer,2010,348
Giant Schnauzer,2010,244
Glen Of Imaal Terrier,2010,61
Gordon Setter,2010,306
Grand Bleu De Gascogne ,2010,0
Great Dane,2010,1429
Greater Swiss Mountain Dog ,2010,23
Greenland Dog,2010,9
Greyhound,2010,65
Griffon Bruxellois,2010,201
Hamiltonstovare,2010,6
Havanese,2010,176
Hovawart,2010,4
Hungarian Kuvasz,2010,0
Hungarian Puli,2010,56
Hungarian Vizsla,2010,1498
Hungarian Wire Haired Vizsla,2010,393
Ibizan Hound,2010,8
Irish Red and White Setter,2010,83
Irish Setter,2010,1126
Irish Terrier,2010,357
Irish Wolfhound,2010,352
Italian Greyhound,2010,215
Italian Spinone,2010,434
Japanese Akita Inu,2010,70
Japanese Chin,2010,302
Japanese Shiba Inu,2010,240
Japanese Spitz,2010,126
Keeshond,2010,113
Kerry Blue Terrier,2010,223
King Charles Spaniel,2010,199
Komondor,2010,6
Kooikerhondje ,2010,14
Korean Jindo ,2010,21
Korthals Griffon ,2010,26
Lagotto Romagnolo ,2010,23
Lakeland Terrier,2010,254
Lancashire Heeler,2010,134
Large Munsterlander,2010,102
Leonberger,2010,399
Lhasa Apso,2010,4865
Lowchen Little Lion Dog,2010,113
Maltese,2010,911
Manchester Terrier,2010,107
Maremma Sheepdog,2010,25
Mastiff,2010,157
Mexican Hairless Intermediate ,2010,15
Mexican Hairless Miniature ,2010,2
Mexican Hairless Standard ,2010,1
Miniature Pinscher,2010,390
Miniature Schnauzer,2010,5651
Neapolitan Mastiff,2010,109
Newfoundland,2010,1026
Norfolk Terrier,2010,534
Norwegian Buhund,2010,29
Norwegian Elkhound,2010,33
Norwich Terrier,2010,172
Old English Sheepdog,2010,507
Otterhound,2010,57
Papillon,2010,654
Parson Russell Terrier,2010,554
Pekingese,2010,460
Pharaoh Hound,2010,38
Pointer,2010,678
Polish Lowland Sheepdog,2010,26
Pomeranian,2010,810
Poodle Miniature,2010,945
Poodle Standard,2010,1037
Poodle Toy,2010,1478
Portuguese Pondengo ,2010,72
Portuguese Water Dog,2010,139
Pug,2010,5726
Pyrenean Mastiff ,2010,1
Pyrenean Mountain Dog,2010,78
pyrenean sheepdog,2010,36
Retriever Chesapeake Bay,2010,111
Retriever Curly Coated,2010,72
Retriever Flat Coated,2010,1438
Retriever Golden,2010,7911
Retriever Labrador,2010,44099
Retriever Nova Scotia Duck Tolling,2010,195
Rhodesian Ridgeback,2010,1243
Rottweiler,2010,1959
Russian Black Terrier ,2010,57
Saluki,2010,238
Samoyed,2010,333
Schipperke,2010,49
Schnauzer,2010,282
Scottish Terrier,2010,837
Sealyham Terrier,2010,49
Segugio Italiano ,2010,0
SharPei,2010,2304
Shetland Sheepdog,2010,1333
Shih Tzu,2010,5247
Siberian Husky,2010,2209
Skye Terrier,2010,37
Sloughi,2010,8
Slovakian Rough Haired Pointer ,2010,56
Small Munsterlander ,2010,0
SoftCoated Wheaten Terrier,2010,405
Spaniel American Cocker,2010,324
Spaniel American Water ,2010,0
Spaniel Clumber,2010,271
Spaniel Cocker,2010,23744
Spaniel English Springer,2010,13988
Spaniel Field,2010,55
Spaniel Irish Water,2010,117
Spaniel Sussex,2010,68
Spaniel Welsh Springer,2010,338
Spanish Water Dog ,2010,188
st bernard,2010,570
Staffordshire Bull Terrier,2010,8663
Swedish Lapphund ,2010,0
Swedish Vallhund,2010,29
Tibetan Mastiff,2010,40
Tibetan Spaniel,2010,232
Tibetan Terrier,2010,1429
Weimaraner,2010,1969
Welsh Corgi Cardigan,2010,46
Welsh Corgi Pembroke,2010,363
Welsh Terrier,2010,432
West Highland White Terrier,2010,5361
Whippet,2010,3557
Yorkshire Terrier,2010,3441
Affenpinscher,2011,114
Afghan Hound,2011,124
Airedale Terrier,2011,612
Akita,2011,955
Alaskan Malamute,2011,1295
Anatolian Shepherd Dog,2011,39
Australian Cattle Dog,2011,65
Australian Shepherd,2011,142
Australian Silky Terrier,2011,11
Australian Terrier,2011,46
Azawakh ,2011,0
Basenji,2011,28
Basset Bleu De Gascogne ,2011,4
Basset Fauve De Bretagne,2011,75
Basset Griffon Vendeen Grand,2011,116
Basset Griffon Vendeen Petit,2011,142
Basset Hound,2011,912
Bavarian Mountain Hound ,2011,39
Beagle,2011,2687
Bearded Collie,2011,547
Beauceron ,2011,31
Bedlington Terrier,2011,558
Belgian Shepherd Dog,2011,268
Bergamasco ,2011,2
Bernese Mountain Dog,2011,730
Bichon Frise,2011,2217
Bloodhound,2011,59
Bolognese,2011,113
Border Collie,2011,2400
Border Terrier,2011,7188
Borzoi,2011,67
Boston Terrier,2011,1076
Bouvier Des flandre,2011,98
Boxer,2011,5277
Bracco Italiano ,2011,43
Briard,2011,159
Brittany,2011,94
Bull Terrier,2011,2284
Bull Terrier Miniature,2011,216
Bulldog,2011,4659
Bullmastiff,2011,1044
Cairn Terrier,2011,1329
Canaan Dog,2011,24
Canadian Eskimo Dog,2011,1
Catalan Sheepdog ,2011,53
Cavalier King Charles Spaniel,2011,7446
Cesky Terrier,2011,24
Chihuahua Long Coat,2011,2802
Chihuahua Smooth Coat,2011,3319
Chinese Crested,2011,505
Chow Chow,2011,328
Cirneco DellEtna ,2011,22
Collie Rough,2011,1046
Collie Smooth,2011,75
Coton De Tulear,2011,253
Dachshund LongHaired,2011,199
Dachshund Miniature LongHaired,2011,936
Dachshund Miniature SmoothHaired,2011,2857
Dachshund Miniature WireHaired,2011,744
Dachshund SmoothHaired,2011,252
Dachshund WireHaired,2011,344
Dalmatian,2011,1488
Dandie Dinmont Terrier,2011,98
Deerhound,2011,237
Dobermann,2011,1457
Dogue de Bordeaux ,2011,2895
English Setter,2011,234
English Toy Terrier Black and Tan,2011,95
Entlebucher Mountain Dog ,2011,7
Estrela Mountain Dog,2011,21
Eurasier ,2011,147
Finnish Lapphund,2011,68
Finnish Spitz,2011,10
Fox Terrier Smooth,2011,137
Fox Terrier Wire,2011,646
Foxhound,2011,9
French Bulldog,2011,2771
German Longhaired Pointer ,2011,26
German Pinscher,2011,11
German Shepherd Dog ,2011,9893
German Shorthaired Pointer,2011,1424
German Spitz Klein,2011,125
German Spitz Mittel,2011,71
German Wirehaired Pointer,2011,344
Giant Schnauzer,2011,204
Glen Of Imaal Terrier,2011,67
Gordon Setter,2011,245
Grand Bleu De Gascogne ,2011,0
Great Dane,2011,1323
Greater Swiss Mountain Dog ,2011,26
Greenland Dog,2011,1
Greyhound,2011,14
Griffon Bruxellois,2011,160
Hamiltonstovare,2011,27
Havanese,2011,199
Hovawart,2011,34
Hungarian Kuvasz,2011,0
Hungarian Puli,2011,59
Hungarian Vizsla,2011,1588
Hungarian Wire Haired Vizsla,2011,473
Ibizan Hound,2011,7
Irish Red and White Setter,2011,119
Irish Setter,2011,869
Irish Terrier,2011,277
Irish Wolfhound,2011,321
Italian Greyhound,2011,260
Italian Spinone,2011,509
Japanese Akita Inu,2011,50
Japanese Chin,2011,261
Japanese Shiba Inu,2011,226
Japanese Spitz,2011,129
Keeshond,2011,122
Kerry Blue Terrier,2011,212
King Charles Spaniel,2011,180
Komondor,2011,9
Kooikerhondje ,2011,10
Korean Jindo ,2011,0
Korthals Griffon ,2011,37
Lagotto Romagnolo ,2011,35
Lakeland Terrier,2011,247
Lancashire Heeler,2011,98
Large Munsterlander,2011,119
Leonberger,2011,358
Lhasa Apso,2011,4551
Lowchen Little Lion Dog,2011,108
Maltese,2011,997
Manchester Terrier,2011,152
Maremma Sheepdog,2011,25
Mastiff,2011,173
Mexican Hairless Intermediate ,2011,6
Mexican Hairless Miniature ,2011,1
Mexican Hairless Standard ,2011,11
Miniature Pinscher,2011,411
Miniature Schnauzer,2011,5924
Neapolitan Mastiff,2011,209
Newfoundland,2011,862
Norfolk Terrier,2011,577
Norwegian Buhund,2011,14
Norwegian Elkhound,2011,42
Norwich Terrier,2011,158
Old English Sheepdog,2011,401
Otterhound,2011,38
Papillon,2011,614
Parson Russell Terrier,2011,539
Pekingese,2011,451
Pharaoh Hound,2011,29
Pointer,2011,751
Polish Lowland Sheepdog,2011,55
Pomeranian,2011,717
Poodle Miniature,2011,957
Poodle Standard,2011,900
Poodle Toy,2011,1476
Portuguese Pondengo ,2011,80
Portuguese Water Dog,2011,97
Pug,2011,6221
Pyrenean Mastiff ,2011,0
Pyrenean Mountain Dog,2011,180
pyrenean sheepdog,2011,5
Retriever Chesapeake Bay,2011,133
Retriever Curly Coated,2011,62
Retriever Flat Coated,2011,1387
Retriever Golden,2011,8081
Retriever Labrador,2011,39964
Retriever Nova Scotia Duck Tolling,2011,304
Rhodesian Ridgeback,2011,1200
Rottweiler,2011,1951
Russian Black Terrier ,2011,66
Saluki,2011,140
Samoyed,2011,316
Schipperke,2011,31
Schnauzer,2011,231
Scottish Terrier,2011,695
Sealyham Terrier,2011,63
Segugio Italiano ,2011,0
SharPei,2011,2067
Shetland Sheepdog,2011,1386
Shih Tzu,2011,5083
Siberian Husky,2011,1940
Skye Terrier,2011,44
Sloughi,2011,1
Slovakian Rough Haired Pointer ,2011,61
Small Munsterlander ,2011,0
SoftCoated Wheaten Terrier,2011,433
Spaniel American Cocker,2011,325
Spaniel American Water ,2011,0
Spaniel Clumber,2011,235
Spaniel Cocker,2011,23258
Spaniel English Springer,2011,12883
Spaniel Field,2011,46
Spaniel Irish Water,2011,101
Spaniel Sussex,2011,52
Spaniel Welsh Springer,2011,396
Spanish Water Dog ,2011,190
st bernard,2011,592
Staffordshire Bull Terrier,2011,7113
Swedish Lapphund ,2011,0
Swedish Vallhund,2011,43
Tibetan Mastiff,2011,63
Tibetan Spaniel,2011,217
Tibetan Terrier,2011,1328
Weimaraner,2011,1581
Welsh Corgi Cardigan,2011,108
Welsh Corgi Pembroke,2011,371
Welsh Terrier,2011,415
West Highland White Terrier,2011,4634
Whippet,2011,3295
Yorkshire Terrier,2011,3040
Affenpinscher,2012,121
Afghan Hound,2012,162
Airedale Terrier,2012,600
Akita,2012,732
Alaskan Malamute,2012,1053
Anatolian Shepherd Dog,2012,44
Australian Cattle Dog,2012,65
Australian Shepherd,2012,124
Australian Silky Terrier,2012,19
Australian Terrier,2012,30
Azawakh ,2012,3
Basenji,2012,46
Basset Bleu De Gascogne ,2012,0
Basset Fauve De Bretagne,2012,103
Basset Griffon Vendeen Grand,2012,102
Basset Griffon Vendeen Petit,2012,154
Basset Hound,2012,766
Bavarian Mountain Hound ,2012,10
Beagle,2012,2728
Bearded Collie,2012,480
Beauceron ,2012,19
Bedlington Terrier,2012,506
Belgian Shepherd Dog ,2012,294
Bergamasco ,2012,14
Bernese Mountain Dog,2012,494
Bichon Frise,2012,1734
Bloodhound,2012,50
Bolognese,2012,131
Border Collie,2012,2144
Border Terrier,2012,6577
Borzoi,2012,122
Boston Terrier,2012,1255
Bouvier Des flandre,2012,57
Boxer,2012,4622
Bracco Italiano ,2012,72
Briard,2012,126
Brittany,2012,137
Bull Terrier,2012,2132
Bull Terrier Miniature,2012,192
Bulldog,2012,4782
Bullmastiff,2012,948
Cairn Terrier,2012,1035
Canaan Dog,2012,10
Canadian Eskimo Dog,2012,15
Catalan Sheepdog ,2012,32
Cavalier King Charles Spaniel,2012,5970
Cesky Terrier,2012,26
Chihuahua Long Coat,2012,2560
Chihuahua Smooth Coat,2012,3518
Chinese Crested,2012,563
Chow Chow,2012,336
Cirneco DellEtna ,2012,3
Collie Rough,2012,943
Collie Smooth,2012,88
Coton De Tulear,2012,227
Dachshund LongHaired,2012,138
Dachshund Miniature LongHaired,2012,911
Dachshund Miniature SmoothHaired,2012,2854
Dachshund Miniature WireHaired,2012,688
Dachshund SmoothHaired,2012,108
Dachshund WireHaired,2012,321
Dalmatian,2012,1364
Dandie Dinmont Terrier,2012,120
Deerhound,2012,260
Dobermann,2012,1346
Dogue de Bordeaux ,2012,2431
English Setter,2012,314
English Toy Terrier Black and Tan,2012,126
Entlebucher Mountain Dog ,2012,11
Estrela Mountain Dog,2012,11
Eurasier ,2012,90
Finnish Lapphund,2012,63
Finnish Spitz,2012,11
